"Date","Price","Open","High","Low","Vol.","Change %"
"06/28/2021","278.50","277.99","280.00","269.00","284.60K","0.91%"
"06/25/2021","276.00","273.50","284.50","272.50","531.00K","0.36%"
"06/24/2021","275.00","273.01","276.00","272.00","184.00K","0.92%"
"06/23/2021","272.50","273.99","276.99","272.38","182.40K","0.00%"
"06/22/2021","272.50","265.45","274.25","265.45","344.00K","2.64%"
"06/21/2021","265.50","260.00","267.50","259.55","401.40K","2.11%"
"06/18/2021","260.01","262.00","265.00","259.00","323.00K","1.77%"
"06/17/2021","255.49","257.60","269.99","254.00","192.60K","-1.45%"
"06/16/2021","259.25","261.00","263.00","256.50","346.20K","-0.29%"
"06/15/2021","260.00","263.00","268.00","259.50","371.80K","0.00%"
"06/14/2021","260.00","256.00","272.08","253.50","825.00K","2.73%"
"06/11/2021","253.10","253.99","255.63","251.50","246.00K","0.83%"
"06/10/2021","251.01","245.00","255.00","244.01","641.40K","2.82%"
"06/09/2021","244.13","249.95","249.95","244.13","80.00K","-1.09%"
"06/08/2021","246.80","245.50","250.00","244.25","156.40K","-1.28%"
"06/07/2021","250.00","240.50","254.95","238.77","251.20K","4.21%"
"06/04/2021","239.90","240.25","242.00","238.00","170.00K","-0.04%"
"06/03/2021","239.99","238.01","243.75","238.01","205.60K","-0.27%"
"06/02/2021","240.65","241.00","245.00","239.25","152.40K","-1.17%"
"06/01/2021","243.49","244.50","244.50","239.25","164.80K","1.03%"
"05/31/2021","241.00","241.25","245.88","238.00","514.00K","0.02%"
"05/28/2021","240.95","225.55","244.64","225.55","1.97M","7.03%"
"05/27/2021","225.13","228.51","228.51","225.00","588.60K","-2.12%"
"05/26/2021","230.00","227.00","230.00","225.00","289.80K","2.00%"
"05/25/2021","225.50","222.50","226.00","222.15","584.80K","2.04%"
"05/24/2021","221.00","218.49","225.50","215.00","578.80K","2.49%"
"05/21/2021","215.64","213.50","217.43","212.55","109.80K","1.00%"
"05/20/2021","213.50","219.00","219.00","206.02","112.60K","-2.29%"
"05/19/2021","218.50","220.01","220.99","217.50","23.80K","-1.13%"
"05/18/2021","221.00","221.00","224.50","220.13","275.00K","-2.85%"
"05/17/2021","227.48","225.18","227.90","219.51","115.80K","0.65%"
"05/06/2021","226.00","224.25","226.50","223.20","470.00K","0.44%"
"05/05/2021","225.00","225.50","227.50","223.50","221.00K","0.00%"
"05/04/2021","225.00","226.99","227.43","223.00","227.00K","0.00%"
"05/03/2021","225.00","210.00","227.71","209.99","158.40K","6.13%"
"04/30/2021","212.00","216.00","216.00","208.50","46.00K","-5.36%"
"04/29/2021","224.00","216.25","224.00","213.39","41.20K","1.32%"
"04/28/2021","221.07","221.05","224.49","220.00","455.80K","-2.82%"
"04/27/2021","227.50","223.00","227.50","218.75","87.20K","-0.87%"
"04/26/2021","229.49","219.04","229.49","218.00","134.00K","4.34%"
"04/23/2021","219.95","216.00","220.00","215.51","50.20K","-0.08%"
"04/22/2021","220.13","228.01","228.07","217.55","109.00K","-3.45%"
"04/21/2021","228.00","232.49","232.49","227.50","46.20K","-2.15%"
"04/20/2021","233.00","232.50","233.20","229.00","130.00K","1.53%"
"04/19/2021","229.50","225.25","237.50","223.50","67.40K","-0.86%"
"04/16/2021","231.50","230.50","233.50","230.50","18.80K","-1.49%"
"04/15/2021","235.00","228.75","235.00","226.56","45.80K","1.58%"
"04/14/2021","231.35","229.50","231.35","228.40","195.60K","0.35%"
"04/13/2021","230.55","223.00","230.55","223.00","61.40K","2.01%"
"04/12/2021","226.00","230.00","233.00","225.00","324.40K","-1.95%"
"04/09/2021","230.50","222.52","231.50","222.50","593.80K","3.36%"
"04/08/2021","223.00","222.00","225.75","221.05","141.00K","-0.22%"
"04/07/2021","223.49","223.95","223.95","220.25","64.40K","0.45%"
"04/06/2021","222.50","216.55","225.00","216.55","108.60K","4.44%"
"04/05/2021","213.05","225.00","225.00","213.05","109.40K","-6.38%"
"04/02/2021","227.57","230.13","230.13","227.10","42.40K","-0.01%"
"04/01/2021","227.60","233.02","237.50","225.52","108.00K","-4.77%"
"03/31/2021","239.00","231.50","239.00","225.00","341.80K","4.13%"
"03/30/2021","229.52","225.00","235.00","225.00","301.60K","0.67%"
"03/29/2021","228.00","229.93","237.50","212.50","877.80K","0.42%"
"03/26/2021","227.05","227.50","231.25","226.50","396.40K","-0.20%"
"03/25/2021","227.50","227.50","236.00","227.02","1.36M","0.22%"
"03/24/2021","227.00","230.00","231.50","226.50","219.00K","-1.09%"
"03/22/2021","229.50","232.25","232.50","220.50","201.20K","2.99%"
"03/19/2021","222.83","220.45","224.55","217.53","80.52K","2.02%"
"03/18/2021","218.41","222.73","225.00","215.91","321.42K","-1.94%"
"03/17/2021","222.73","226.82","226.82","220.00","254.54K","-0.38%"
"03/16/2021","223.59","222.72","225.00","217.27","597.30K","1.42%"
"03/15/2021","220.45","210.23","220.91","208.64","552.42K","7.22%"
"03/12/2021","205.60","200.00","208.95","193.18","324.94K","3.98%"
"03/11/2021","197.73","190.45","198.18","184.09","466.40K","4.02%"
"03/10/2021","190.08","206.59","206.82","190.08","300.30K","-7.69%"
"03/09/2021","205.91","219.55","219.55","202.24","212.52K","-5.23%"
"03/08/2021","217.27","225.91","225.91","217.27","124.74K","-2.65%"
"03/05/2021","223.18","223.76","224.55","220.45","131.34K","0.61%"
"03/04/2021","221.82","222.73","229.09","217.18","608.96K","-0.81%"
"03/03/2021","223.64","223.86","225.43","223.05","164.12K","-0.10%"
"03/02/2021","223.87","225.00","226.36","223.19","72.60K","-0.10%"
"03/01/2021","224.09","227.27","227.27","222.27","152.68K","-1.62%"
"02/26/2021","227.79","223.18","230.00","222.22","289.08K","1.86%"
"02/25/2021","223.64","225.45","227.27","221.36","245.74K","-0.20%"
"02/24/2021","224.09","223.42","226.36","221.59","340.78K","-0.40%"
"02/23/2021","225.00","225.01","227.27","222.73","111.54K","-0.80%"
"02/22/2021","226.82","228.55","229.53","224.32","373.34K","-0.77%"
"02/19/2021","228.58","226.30","232.32","224.85","843.04K","0.88%"
"02/18/2021","226.59","225.91","226.59","222.50","252.12K","0.50%"
"02/17/2021","225.45","227.27","228.18","222.73","165.22K","-0.62%"
"02/16/2021","226.86","229.09","230.45","226.36","176.44K","-0.18%"
"02/15/2021","227.27","223.46","232.27","222.27","752.84K","-0.08%"
"02/12/2021","227.45","211.37","227.45","207.73","344.52K","7.60%"
"02/11/2021","211.40","218.18","219.09","210.45","208.34K","-2.50%"
"02/10/2021","216.81","224.55","224.55","215.91","266.20K","-2.66%"
"02/09/2021","222.73","218.23","224.09","218.23","972.18K","0.87%"
"02/08/2021","220.80","219.55","222.73","218.64","505.78K","0.78%"
"02/04/2021","219.09","216.14","220.45","213.64","608.30K","2.23%"
"02/03/2021","214.32","212.77","217.27","212.53","404.36K","1.07%"
"02/02/2021","212.05","211.82","214.34","210.53","310.86K","-0.10%"
"02/01/2021","212.27","211.04","212.27","209.09","250.80K","1.29%"
"01/29/2021","209.57","210.91","214.55","208.18","315.48K","-1.06%"
"01/28/2021","211.81","222.27","224.09","211.16","623.92K","-3.40%"
"01/27/2021","219.26","219.08","220.52","216.36","867.90K","0.51%"
"01/26/2021","218.14","218.18","220.45","215.96","674.30K","1.01%"
"01/25/2021","215.95","215.45","224.55","213.18","1.04M","1.38%"
"01/22/2021","213.01","210.45","215.45","205.68","994.62K","1.77%"
"01/21/2021","209.32","201.14","209.32","200.91","449.02K","3.21%"
"01/20/2021","202.80","206.82","208.41","196.83","684.64K","-1.43%"
"01/19/2021","205.74","212.00","212.00","205.00","144.54K","-2.24%"
"01/18/2021","210.45","213.64","216.76","208.41","208.56K","-2.32%"
"01/15/2021","215.45","210.68","218.18","210.36","841.72K","2.42%"
"01/14/2021","210.36","206.81","214.55","205.91","752.18K","2.63%"
"01/13/2021","204.98","195.45","206.51","194.09","1.46M","5.86%"
"01/12/2021","193.64","189.57","194.09","186.82","509.08K","2.41%"
"01/11/2021","189.09","190.91","190.91","188.00","137.72K","-0.18%"
"01/08/2021","189.42","190.35","193.07","187.73","253.22K","-0.07%"
"01/07/2021","189.55","183.64","190.00","183.64","461.12K","2.96%"
"01/06/2021","184.10","180.94","187.33","180.45","413.82K","2.28%"
"01/05/2021","180.00","181.36","183.64","179.64","298.98K","-0.75%"
"01/04/2021","181.36","188.18","188.24","178.63","443.52K","-4.43%"
"01/01/2021","189.77","192.23","194.09","188.66","186.78K","-1.30%"
"12/31/2020","192.27","193.18","196.59","188.64","733.26K","0.95%"
"12/30/2020","190.45","181.36","192.50","181.36","642.84K","4.73%"
"12/29/2020","181.85","183.64","184.09","181.82","112.64K","-0.48%"
"12/28/2020","182.73","185.00","185.91","182.27","122.76K","-0.73%"
"12/24/2020","184.07","181.36","187.73","180.00","709.94K","2.78%"
"12/23/2020","179.09","179.64","181.91","177.27","257.40K","-2.23%"
"12/22/2020","183.18","181.82","184.09","169.09","779.46K","1.05%"
"12/21/2020","181.27","183.18","185.02","181.27","331.32K","-0.61%"
"12/18/2020","182.38","181.82","185.91","180.62","513.26K","0.27%"
"12/17/2020","181.89","182.73","185.91","177.77","2.26M","1.90%"
"12/16/2020","178.50","167.73","178.50","167.27","3.01M","7.28%"
"12/15/2020","166.39","168.64","170.41","164.10","506.44K","-1.07%"
"12/14/2020","168.18","168.64","170.90","166.82","608.08K","0.00%"
"12/11/2020","168.18","170.45","171.81","167.73","479.82K","-1.07%"
"12/10/2020","170.00","170.00","175.68","167.27","1.36M","0.13%"
"12/09/2020","169.77","171.82","175.00","169.09","521.84K","-0.86%"
"12/08/2020","171.25","175.91","179.00","170.46","699.38K","-2.14%"
"12/07/2020","175.00","171.82","180.68","171.82","915.86K","0.39%"
"12/04/2020","174.32","173.23","177.27","173.23","870.98K","0.66%"
"12/03/2020","173.18","169.52","178.41","163.91","1.84M","3.25%"
"12/02/2020","167.73","168.18","170.36","165.00","695.86K","0.25%"
"12/01/2020","167.31","168.18","172.26","166.36","762.08K","0.43%"
"11/30/2020","166.59","165.91","169.77","164.55","625.02K","0.41%"
"11/27/2020","165.91","164.55","170.45","157.73","1.32M","1.32%"
"11/26/2020","163.74","163.86","166.59","161.82","1.56M","2.13%"
"11/25/2020","160.32","149.99","160.32","149.99","1.04M","7.54%"
"11/24/2020","149.09","147.68","150.23","145.55","662.20K","2.50%"
"11/23/2020","145.45","149.77","149.77","143.18","595.98K","-1.86%"
"11/20/2020","148.21","153.05","153.05","147.73","286.88K","-2.89%"
"11/19/2020","152.61","155.45","155.91","151.82","226.38K","-1.10%"
"11/18/2020","154.32","154.09","156.36","152.73","335.94K","0.44%"
"11/17/2020","153.64","161.36","161.36","153.64","410.08K","-2.31%"
"11/16/2020","157.27","160.91","170.00","152.27","828.52K","-3.28%"
"11/13/2020","162.61","152.26","162.73","149.55","1.16M","6.78%"
"11/12/2020","152.28","145.00","153.64","145.00","1.31M","5.35%"
"11/11/2020","144.55","141.14","145.91","141.02","429.44K","2.58%"
"11/10/2020","140.91","140.95","146.11","137.73","1.06M","0.32%"
"11/09/2020","140.45","140.45","142.73","139.77","324.94K","0.32%"
"11/06/2020","140.00","138.18","141.36","136.82","698.28K","1.32%"
"11/05/2020","138.18","139.20","140.23","136.43","401.28K","0.66%"
"11/04/2020","137.27","140.91","140.93","137.27","130.90K","-1.63%"
"11/03/2020","139.55","136.82","140.77","135.07","244.64K","4.78%"
"11/02/2020","133.18","136.36","136.36","130.00","279.84K","-1.51%"
"10/29/2020","135.23","135.50","138.41","131.45","439.34K","-2.46%"
"10/28/2020","138.64","138.18","144.55","135.05","482.68K","-1.04%"
"10/27/2020","140.09","138.30","143.18","138.30","315.92K","-0.99%"
"10/26/2020","141.50","131.80","141.50","131.80","653.18K","7.72%"
"10/23/2020","131.36","132.27","132.59","129.55","223.96K","-0.35%"
"10/22/2020","131.82","134.55","136.35","130.91","416.68K","-1.86%"
"10/21/2020","134.32","128.64","137.22","127.96","603.02K","4.51%"
"10/20/2020","128.52","126.41","128.64","126.12","135.30K","2.23%"
"10/19/2020","125.72","126.82","129.50","125.02","157.96K","0.58%"
"10/16/2020","125.00","126.82","126.82","123.18","77.00K","-1.60%"
"10/15/2020","127.04","127.35","130.68","126.44","172.26K","0.17%"
"10/14/2020","126.82","127.27","128.18","125.45","126.06K","0.54%"
"10/13/2020","126.14","128.69","130.91","125.45","204.16K","-1.98%"
"10/12/2020","128.68","128.64","130.45","128.41","290.62K","-0.04%"
"10/09/2020","128.73","129.55","131.82","125.00","191.84K","0.07%"
"10/08/2020","128.64","125.91","133.12","125.57","877.14K","1.82%"
"10/07/2020","126.34","119.10","127.41","118.19","902.00K","6.09%"
"10/06/2020","119.09","117.80","120.45","115.00","768.02K","2.70%"
"10/05/2020","115.96","116.68","119.32","115.71","390.06K","-2.63%"
"10/02/2020","119.09","123.64","126.82","118.89","395.56K","-2.24%"
"10/01/2020","121.82","125.68","125.68","116.59","479.60K","-2.01%"
"09/30/2020","124.32","127.61","128.84","122.73","227.70K","-3.78%"
"09/29/2020","129.20","131.83","132.72","125.96","819.28K","-1.98%"
"09/28/2020","131.82","135.00","136.82","130.91","336.60K","-3.32%"
"09/25/2020","136.35","134.58","141.82","134.58","358.16K","0.32%"
"09/24/2020","135.91","134.10","136.59","131.36","433.40K","2.03%"
"09/23/2020","133.20","132.73","135.55","132.73","218.24K","-0.36%"
"09/22/2020","133.69","135.91","135.91","131.82","302.28K","-0.64%"
"09/21/2020","134.55","136.86","138.11","134.55","176.88K","-1.87%"
"09/18/2020","137.10","134.77","142.22","134.57","881.32K","1.46%"
"09/17/2020","135.14","136.32","136.32","134.09","224.18K","1.12%"
"09/16/2020","133.65","131.36","135.68","130.91","207.68K","0.69%"
"09/15/2020","132.73","133.63","136.32","130.91","218.02K","0.23%"
"09/14/2020","132.43","136.82","137.71","132.43","194.48K","-2.07%"
"09/11/2020","135.23","138.18","140.91","128.86","573.10K","-1.00%"
"09/10/2020","136.59","142.72","144.09","136.36","571.56K","-3.38%"
"09/09/2020","141.36","139.32","146.36","133.19","2.15M","1.47%"
"09/08/2020","139.32","139.32","139.32","136.36","3.92M","7.50%"
"09/07/2020","129.60","122.73","129.60","122.73","1.62M","7.50%"
"09/04/2020","120.56","113.64","120.56","113.64","3.91M","7.50%"
"09/03/2020","112.15","106.82","112.15","106.82","1.19M","7.62%"
"09/02/2020","104.20","102.27","107.26","101.36","675.18K","1.89%"
"09/01/2020","102.27","100.45","103.39","99.09","202.40K","0.13%"
"08/31/2020","102.14","101.36","103.18","99.55","289.96K","-0.22%"
"08/28/2020","102.36","99.09","104.32","96.06","301.62K","3.77%"
"08/27/2020","98.64","97.49","102.70","93.89","1.53M","3.14%"
"08/26/2020","95.64","89.50","95.64","89.50","1.75M","7.84%"
"08/25/2020","88.68","89.55","91.36","88.18","367.84K","-0.46%"
"08/24/2020","89.09","87.73","89.41","87.73","224.18K","2.36%"
"08/21/2020","87.04","87.46","87.46","85.95","251.24K","-0.78%"
"08/20/2020","87.73","87.73","88.86","87.27","82.72K","0.00%"
"08/19/2020","87.73","89.31","89.31","87.73","223.74K","-0.26%"
"08/18/2020","87.95","87.96","89.99","87.73","207.46K","-0.26%"
"08/17/2020","88.18","87.70","89.45","87.05","96.80K","0.41%"
"08/13/2020","87.82","89.09","89.54","87.73","236.72K","-1.42%"
"08/12/2020","89.09","89.71","90.45","89.09","591.80K","1.03%"
"08/11/2020","88.18","89.71","90.81","88.18","115.72K","-0.77%"
"08/10/2020","88.86","90.41","90.91","88.86","117.26K","-1.75%"
"08/07/2020","90.45","89.95","91.36","89.16","228.80K","0.50%"
"08/06/2020","90.00","89.55","93.64","89.43","460.46K","-0.28%"
"08/05/2020","90.25","89.77","90.45","88.87","215.82K","0.79%"
"08/04/2020","89.55","94.14","94.77","89.09","573.98K","-4.38%"
"08/03/2020","93.65","95.45","96.40","93.64","402.82K","-1.66%"
"07/30/2020","95.23","96.73","97.27","94.78","358.60K","-0.38%"
"07/29/2020","95.59","94.55","96.36","93.87","651.64K","1.11%"
"07/28/2020","94.55","95.45","96.82","94.09","399.30K","-0.48%"
"07/27/2020","95.00","90.91","96.82","90.91","1.19M","4.89%"
"07/24/2020","90.57","89.55","91.82","88.18","593.12K","-0.38%"
"07/23/2020","90.91","92.05","97.26","90.68","1.65M","0.01%"
"07/22/2020","90.90","87.31","93.85","85.91","938.96K","3.89%"
"07/21/2020","87.50","87.27","87.77","87.00","233.42K","0.15%"
"07/20/2020","87.37","87.27","89.45","86.95","416.02K","-0.51%"
"07/17/2020","87.82","87.73","90.04","86.82","131.12K","-0.72%"
"07/16/2020","88.45","89.32","89.77","88.41","232.10K","-1.22%"
"07/15/2020","89.55","87.93","91.36","87.27","515.46K","1.56%"
"07/14/2020","88.17","89.55","91.31","87.55","348.26K","-1.29%"
"07/13/2020","89.32","90.91","92.27","89.09","614.02K","-0.90%"
"07/10/2020","90.14","87.27","90.86","86.82","1.05M","3.82%"
"07/09/2020","86.82","86.41","88.45","85.91","1.09M","0.79%"
"07/08/2020","86.14","84.77","88.63","84.68","1.73M","0.79%"
"07/07/2020","85.46","84.60","85.91","84.59","221.54K","0.94%"
"07/06/2020","84.66","85.22","86.36","84.11","388.74K","0.40%"
"07/03/2020","84.32","85.00","86.82","83.75","158.62K","-0.80%"
"07/02/2020","85.00","84.09","88.17","83.68","1.02M","1.09%"
"07/01/2020","84.09","84.09","89.75","83.64","2.41M","-1.60%"
"06/30/2020","85.45","81.80","85.45","81.36","487.52K","5.59%"
"06/29/2020","80.92","79.82","81.36","79.82","40.48K","-0.01%"
"06/26/2020","80.93","82.27","82.27","80.05","247.50K","-0.25%"
"06/25/2020","81.14","80.91","82.73","80.91","207.24K","-0.28%"
"06/24/2020","81.36","81.91","82.27","80.91","197.78K","-1.10%"
"06/23/2020","82.27","83.18","83.63","81.87","302.72K","0.56%"
"06/22/2020","81.82","82.95","82.95","80.91","315.04K","-1.18%"
"06/19/2020","82.80","81.43","83.36","81.14","394.90K","1.25%"
"06/18/2020","81.77","82.27","82.95","80.95","476.96K","-0.61%"
"06/17/2020","82.28","82.50","84.55","81.82","929.28K","-0.49%"
"06/16/2020","82.68","82.23","83.64","81.82","549.12K","2.19%"
"06/15/2020","80.91","79.12","84.07","78.73","1.06M","0.28%"
"06/12/2020","80.68","80.00","81.80","79.57","866.14K","-2.19%"
"06/11/2020","82.49","82.84","84.31","82.27","549.34K","-0.29%"
"06/10/2020","82.73","80.84","85.45","80.45","1.33M","3.70%"
"06/09/2020","79.77","82.27","83.91","79.55","1.42M","-1.43%"
"06/08/2020","80.93","75.29","80.93","75.29","1.68M","7.10%"
"06/05/2020","75.57","73.73","75.68","72.77","278.96K","2.49%"
"06/04/2020","73.73","74.66","77.05","73.41","972.62K","-1.74%"
"06/03/2020","75.04","73.64","75.90","72.89","517.66K","0.97%"
"06/02/2020","74.32","71.36","75.68","70.57","1.82M","4.81%"
"06/01/2020","70.91","71.73","71.82","69.77","690.14K","-1.89%"
"05/29/2020","72.27","68.18","73.08","68.18","2.82M","6.63%"
"05/28/2020","67.78","67.27","68.64","66.05","524.70K","0.68%"
"05/21/2020","67.32","68.18","69.04","67.32","546.04K","-1.82%"
"05/20/2020","68.57","68.64","69.77","67.98","480.92K","-1.41%"
"05/19/2020","69.55","67.64","70.23","67.50","1.21M","4.01%"
"05/18/2020","66.86","68.64","69.66","66.86","928.40K","-1.93%"
"05/15/2020","68.18","68.95","68.95","67.48","297.44K","1.01%"
"05/14/2020","67.50","68.30","68.30","66.82","279.62K","-1.03%"
"05/13/2020","68.20","68.64","68.95","67.50","391.38K","-1.28%"
"05/12/2020","69.09","69.55","69.55","68.18","489.06K","-0.43%"
"05/11/2020","69.39","66.36","70.23","66.14","585.86K","3.06%"
"05/08/2020","67.33","69.09","70.00","66.73","334.62K","-1.90%"
"05/07/2020","68.63","66.14","70.80","65.68","1.02M","3.42%"
"05/06/2020","66.36","65.00","66.60","64.60","466.18K","2.10%"
"05/05/2020","65.00","66.82","67.73","65.00","512.60K","-1.38%"
"05/04/2020","65.91","65.91","66.82","64.15","595.32K","0.00%"
"04/30/2020","65.91","71.82","71.82","63.86","1.22M","-1.86%"
"04/29/2020","67.16","64.54","67.16","63.64","413.60K","7.85%"
"04/28/2020","62.27","61.36","64.09","61.31","207.68K","0.25%"
"04/27/2020","62.12","65.91","65.91","60.45","319.00K","-3.82%"
"04/24/2020","64.59","60.45","64.59","60.00","458.92K","6.83%"
"04/23/2020","60.45","61.73","61.82","58.45","74.58K","-0.01%"
"04/22/2020","60.46","59.89","61.36","59.77","112.20K","-1.55%"
"04/21/2020","61.41","63.64","63.64","60.35","162.36K","-4.92%"
"04/20/2020","64.59","67.25","68.63","63.64","328.46K","-1.58%"
"04/17/2020","65.63","62.50","65.63","62.50","404.80K","7.67%"
"04/16/2020","60.95","60.91","61.82","60.45","68.86K","-1.40%"
"04/15/2020","61.82","61.16","62.50","61.14","405.02K","0.44%"
"04/14/2020","61.55","61.30","62.59","59.95","415.80K","0.30%"
"04/13/2020","61.36","61.13","63.36","59.65","566.72K","2.88%"
"04/10/2020","59.64","57.73","59.64","56.48","396.00K","7.50%"
"04/09/2020","55.48","52.27","55.48","52.27","177.32K","8.02%"
"04/08/2020","51.36","52.20","53.09","51.27","188.54K","-1.75%"
"04/07/2020","52.28","51.41","52.73","51.41","317.24K","0.89%"
"04/06/2020","51.82","54.77","54.77","51.52","204.82K","-5.08%"
"04/03/2020","54.59","59.57","60.86","54.55","531.74K","-6.17%"
"04/02/2020","58.18","55.86","58.38","54.55","443.74K","7.14%"
"04/01/2020","54.30","50.09","54.30","50.00","545.38K","8.55%"
"03/31/2020","50.03","49.05","50.86","48.20","1.23M","2.86%"
"03/30/2020","48.64","46.05","49.09","46.05","745.36K","-0.63%"
"03/27/2020","48.95","45.55","48.95","45.55","372.68K","7.50%"
"03/26/2020","45.53","44.50","45.53","41.82","549.78K","8.28%"
"03/25/2020","42.05","46.36","46.36","41.64","494.56K","-6.55%"
"03/24/2020","45.00","45.00","45.00","45.00","33.88K","-7.49%"
"03/20/2020","48.64","51.91","51.91","47.73","1.63M","-3.94%"
"03/19/2020","50.64","50.64","51.77","50.64","350.02K","-7.50%"
"03/18/2020","54.74","56.82","56.82","54.74","236.94K","-6.64%"
"03/17/2020","58.64","59.14","60.91","58.18","601.92K","-4.33%"
"03/16/2020","61.29","63.64","63.64","61.29","559.68K","-7.64%"
"03/13/2020","66.36","63.32","66.57","63.18","310.64K","2.10%"
"03/12/2020","65.00","67.50","67.73","63.36","539.88K","-4.35%"
"03/11/2020","67.96","69.30","69.68","67.95","426.80K","-0.99%"
"03/10/2020","68.64","66.11","69.32","66.11","539.66K","3.42%"
"03/09/2020","66.37","65.00","67.05","63.65","700.48K","-3.88%"
"03/06/2020","69.05","70.00","70.00","67.50","166.54K","-1.36%"
"03/05/2020","70.00","70.00","71.77","69.89","536.80K","0.65%"
"03/04/2020","69.55","70.91","70.91","68.64","376.20K","-50.26%"
"03/03/2020","139.82","139.09","143.18","139.09","457.16K","2.63%"
"03/02/2020","136.24","129.81","136.24","129.81","215.49K","7.00%"
"02/28/2020","127.33","127.27","128.77","126.82","267.52K","0.19%"
"02/27/2020","127.09","123.20","129.08","120.00","210.54K","-0.02%"
"02/26/2020","127.11","127.73","128.58","125.00","81.73K","-0.97%"
"02/25/2020","128.36","125.00","131.25","125.00","149.05K","1.13%"
"02/24/2020","126.93","132.73","132.73","126.51","361.24K","-6.19%"
"02/21/2020","135.30","140.09","140.09","134.55","40.48K","-3.02%"
"02/20/2020","139.52","141.73","141.82","138.18","97.90K","-0.49%"
"02/19/2020","140.20","135.45","141.90","129.10","547.58K","3.82%"
"02/18/2020","135.04","144.55","144.55","133.45","353.54K","-5.38%"
"02/17/2020","142.72","140.92","146.02","140.91","496.98K","1.28%"
"02/14/2020","140.92","142.27","142.76","138.18","678.15K","-1.07%"
"02/13/2020","142.44","137.27","145.45","136.31","548.24K","3.43%"
"02/12/2020","137.72","135.45","139.05","133.73","356.51K","4.21%"
"02/11/2020","132.15","130.64","135.45","129.55","472.56K","2.12%"
"02/10/2020","129.41","135.55","136.27","127.42","461.34K","-4.53%"
"02/07/2020","135.55","140.91","141.59","134.10","349.14K","-4.30%"
"02/06/2020","141.64","138.64","143.77","136.38","535.70K","4.42%"
"02/04/2020","135.64","136.36","139.55","129.18","836.55K","0.07%"
"02/03/2020","135.55","134.55","136.85","128.24","1.76M","5.00%"
"01/31/2020","129.10","129.10","129.10","127.51","777.15K","5.50%"
"01/30/2020","122.37","116.35","122.37","116.35","1.02M","5.49%"
"01/29/2020","116.00","116.36","117.14","115.91","16.72K","-0.71%"
"01/28/2020","116.83","115.91","117.05","115.91","95.59K","0.60%"
"01/27/2020","116.13","120.91","120.91","115.45","14.74K","0.16%"
"01/24/2020","115.94","115.91","118.18","115.04","80.41K","0.01%"
"01/23/2020","115.93","114.55","117.73","112.73","81.95K","2.02%"
"01/22/2020","113.64","116.32","116.32","113.64","54.45K","-1.57%"
"01/21/2020","115.45","115.45","116.73","115.00","44.22K","-0.03%"
"01/20/2020","115.49","116.36","117.27","114.59","44.44K","-1.09%"
"01/17/2020","116.76","116.72","118.18","116.36","230.01K","0.44%"
"01/16/2020","116.25","115.45","116.82","114.82","32.78K","0.15%"
"01/15/2020","116.08","116.36","118.13","115.68","29.37K","-0.93%"
"01/14/2020","117.17","115.51","119.09","115.51","765.38K","0.64%"
"01/13/2020","116.43","116.82","119.95","114.55","621.61K","0.71%"
"01/10/2020","115.61","116.36","119.09","115.18","634.59K","1.23%"
"01/09/2020","114.20","113.61","114.20","112.73","492.91K","5.00%"
"01/08/2020","108.76","109.09","110.00","108.00","152.57K","0.31%"
"01/07/2020","108.42","110.91","112.27","103.02","457.93K","-0.02%"
"01/06/2020","108.44","109.32","113.64","106.45","119.46K","-3.01%"
"01/03/2020","111.80","113.64","113.64","110.91","73.26K","-2.27%"
"01/02/2020","114.40","111.95","115.90","111.95","122.76K","0.32%"
"01/01/2020","114.03","113.64","115.91","111.73","105.38K","0.91%"
"12/31/2019","113.00","112.49","113.73","110.00","124.30K","2.64%"
"12/30/2019","110.09","109.09","111.73","108.19","70.95K","1.98%"
"12/27/2019","107.95","109.09","109.09","107.73","28.05K","-1.51%"
"12/26/2019","109.61","107.17","110.81","105.91","221.10K","3.20%"
"12/24/2019","106.21","106.36","107.58","103.64","430.10K","0.14%"
"12/23/2019","106.06","106.82","109.09","104.55","285.45K","-1.88%"
"12/20/2019","108.09","110.82","110.82","105.78","138.05K","-0.37%"
"12/19/2019","108.49","111.82","114.09","106.84","609.95K","-3.52%"
"12/18/2019","112.45","113.64","117.08","111.82","587.95K","-2.65%"
"12/17/2019","115.51","114.55","115.91","112.27","321.20K","-0.84%"
"12/16/2019","116.49","113.64","117.27","113.64","503.80K","2.47%"
"12/13/2019","113.68","113.64","114.55","111.92","345.40K","0.83%"
"12/12/2019","112.74","114.55","114.55","110.91","186.45K","-1.41%"
"12/11/2019","114.35","109.95","114.64","109.09","600.60K","4.47%"
"12/10/2019","109.46","108.45","110.00","106.36","281.05K","0.05%"
"12/09/2019","109.40","112.64","115.75","107.27","1.72M","-0.76%"
"12/06/2019","110.24","106.36","110.24","105.91","711.70K","5.00%"
"12/05/2019","104.99","102.27","105.97","101.36","1.96M","4.02%"
"12/04/2019","100.93","99.09","102.50","99.09","160.05K","2.31%"
"12/03/2019","98.65","100.91","100.91","98.18","170.50K","-3.12%"
"12/02/2019","101.83","102.73","102.74","97.50","480.70K","1.75%"
"11/29/2019","100.08","100.96","103.86","98.55","800.25K","0.06%"
"11/28/2019","100.02","100.02","100.02","98.18","327.80K","5.00%"
"11/27/2019","95.26","95.26","95.26","95.26","84.70K","4.99%"
